loss,grad_norm,learning_rate,epoch,step,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss,rank
1.6405563354492188,0.5744448900222778,8e-05,0.15625,5,,,,,,64
1.6882028579711914,0.3966524600982666,0.00018,0.3125,10,,,,,,64
1.5252734184265138,0.44067251682281494,0.00019893433680751103,0.46875,15,,,,,,64
1.4457537651062011,0.5374057292938232,0.00019464397731576094,0.625,20,,,,,,64
1.4596421241760253,0.5044793486595154,0.00018720494081438078,0.78125,25,,,,,,64
1.472767448425293,0.5300804972648621,0.0001768647139778532,0.9375,30,,,,,,64
1.38940486907959,0.4651518166065216,0.00016396730215588915,1.09375,35,,,,,,64
1.3819562911987304,0.4756409227848053,0.00014894178478110857,1.25,40,,,,,,64
1.3448545455932617,0.4194417893886566,0.00013228804047714463,1.40625,45,,,,,,64
1.2956083297729493,0.5324886441230774,0.00011456011677350051,1.5625,50,,,,,,64
1.391179084777832,0.5553552508354187,9.63477976942341e-05,1.71875,55,,,,,,64
1.2690338134765624,0.45768091082572937,7.825698244184431e-05,1.875,60,,,,,,64
1.375990104675293,0.6903678774833679,6.0889527950984416e-05,2.03125,65,,,,,,64
1.2280618667602539,0.3843740224838257,4.48232259229554e-05,2.1875,70,,,,,,64
1.280281925201416,0.44883719086647034,3.059258047793661e-05,2.34375,75,,,,,,64
1.2726311683654785,0.4896123707294464,1.8671025926443465e-05,2.5,80,,,,,,64
1.3225089073181153,0.5796695947647095,9.455176250685338e-06,2.65625,85,,,,,,64
1.3177906036376954,0.40716636180877686,3.2516302942574793e-06,2.8125,90,,,,,,64
1.3055717468261718,0.5540797114372253,2.667716336448356e-07,2.96875,95,,,,,,64
,,,3.0,96,356.1198,2.148,0.27,4576764413952000.0,1.3862799890339375,64
